"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Blank","PNC Bank N.A.","MD","Blank","Blank","Referral","01","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","OK","Blank","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","Blank","Consent provided","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TN","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","OH","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","FL","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","Equifax","VA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","Blank","Blank","Phone","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TX","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","Citibank","MI","Blank","Blank","Web","03","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","FL","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","DE","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Wells Fargo & Company","NJ","Blank","Blank","Referral","03","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","OH","Older American","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","VA","Older American","Consent not provided","Web","03","Closed with non-monetary relief","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","PA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CA","Blank","Blank","Phone","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","Experian","WA","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Bank account or service","Checking account","Problems caused by my funds being low","Blank","Yes","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","01","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","JPMorgan Chase & Co.","WA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","CA","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Blank","Equifax","FL","Older American","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","VA","Blank","Other","Web","03","Closed with explanation","Yes","Yes"
"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Blank","Blank","Encore Capital Group","PA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","PA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","TX","Blank","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Application, originator, mortgage broker","Blank","Blank","Blank","JPMorgan Chase & Co.","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Company believes the complaint is the result of a misunderstanding","Ditech Financial LLC","TX","Blank","Other","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Yes","Blank","Ocwen","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TX","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Application, originator, mortgage broker","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","NY","Blank","Blank","Referral","02","Closed with explanation","Yes","Yes"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","CA","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Referral","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Blank","JPMorgan Chase & Co.","FL","Blank","Blank","Fax","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Investigation took too long","Yes","Blank","Equifax","OH","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was paid","Yes","Blank","PNC Bank N.A.","ID","Older American","Consent provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Credit decision / Underwriting","Blank","Blank","Blank","Ocwen","WA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Debt collection","Credit card","Improper contact or sharing of info","Contacted me after I asked not to","Blank","Blank","Encore Capital Group","MI","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Yes","Blank","Portfolio Recovery Associates, Inc.","PA","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","WA","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Investigation took too long","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Blank","Equifax","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","TX","Older American","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Blank","Blank","JPMorgan Chase & Co.","KY","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Experian","IA","Blank","Blank","Phone","03","In progress","Yes","No"
"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Nationstar Mortgage","NY","Blank","Blank","Web","03","In progress","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Credit determination","Blank","Blank","Blank","JPMorgan Chase & Co.","PA","Blank","Blank","Referral","04","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Blank","JPMorgan Chase & Co.","LA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Debt collection","Credit card","Communication tactics","Threatened to take legal action","Blank","Blank","Portfolio Recovery Associates, Inc.","ID","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company chooses not to provide a public response","Experian","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","ME","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Older American","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem cancelling or closing account","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","WA","Older American","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Bank account or service","Other bank product/service","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","TN","Blank","Blank","Phone","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Older American","Blank","Postal mail","03","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","ME","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Consumer Loan","Installment loan","Managing the loan or lease","Blank","Blank","Blank","Portfolio Recovery Associates, Inc.","MT","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Application, originator, mortgage broker","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","FL","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Making/receiving payments, sending money","Blank","Blank","Company chooses not to provide a public response","U.S. Bancorp","IL","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","MD","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Transaction issue","Blank","Blank","Blank","Discover","CT","Blank","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TN","Blank","Blank","Phone","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MI","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit card","Blank","Credit determination","Blank","Blank","Blank","Discover","TX","Blank","Blank","Postal mail","01","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","JPMorgan Chase & Co.","CA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company chooses not to provide a public response","Experian","MA","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TX","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Postal mail","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","CA","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Improper use of my credit report","Report improperly shared by CRC","Blank","Blank","Experian","VA","Blank","Blank","Fax","03","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","AZ","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Blank","Equifax","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Blank","Blank","Portfolio Recovery Associates, Inc.","FL","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","OH","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Wells Fargo & Company","MN","Blank","Blank","Referral","03","In progress","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","FL","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Debt collection","Mortgage","False statements or representation","Attempted to collect wrong amount","Yes","Blank","Ocwen","MI","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Bank account or service","Cashing a check without an account","Account opening, closing, or management","Blank","Blank","Blank","PNC Bank N.A.","MI","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","U.S. Bancorp","OR","Blank","Blank","Referral","01","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","JPMorgan Chase & Co.","CA","Blank","Blank","Referral","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CO","Blank","Blank","Postal mail","02","Closed with non-monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Yes","Blank","Ocwen","TN","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit card","Blank","Credit line increase/decrease","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","FL","Blank","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","OH","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Advertising and marketing","Blank","Yes","Blank","Amex","NY","Blank","Consent provided","Web","01","Closed with monetary relief","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Blank","JPMorgan Chase & Co.","MO","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","WI","Blank","Blank","Phone","03","Closed with explanation","Yes","No"
"Bank account or service","Savings account","Account opening, closing, or management","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","CA","Older American","Consent provided","Web","03","Closed with monetary relief","Yes","No"
"Credit card","Blank","Unsolicited issuance of credit card","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","TX","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","CA","Blank","Blank","Referral","03","Closed with explanation","Yes","Yes"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Blank","Blank","PNC Bank N.A.","DE","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Improper use of my credit report","Received marketing offer after opted out","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Debt collection","Credit card","Taking/threatening an illegal action","Sued w/o proper notification of suit","Blank","Blank","Encore Capital Group","MD","Older American, Servicemember","Blank","Web","03","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NJ","Blank","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Receiving unwanted marketing/advertising","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","SC","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Problems caused by my funds being low","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","TX","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Bank of America","NC","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","JPMorgan Chase & Co.","FL","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","Servicemember","Consent provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Application, originator, mortgage broker","Blank","Blank","Blank","Ditech Financial LLC","TX","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Credit card","Blank","Advertising and marketing","Blank","Blank","Blank","Amex","IL","Blank","Blank","Web","04","Closed with explanation","Yes","Yes"
"Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Blank","Blank","Encore Capital Group","DE","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","KY","Blank","Blank","Referral","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","IL","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MI","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Older American","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","Experian","CA","Blank","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company chooses not to provide a public response","U.S. Bancorp","CT","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NM","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MD","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Consumer Loan","Vehicle loan","Taking out the loan or lease","Blank","Blank","Blank","Capital One","AZ","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","TX","Blank","Blank","Phone","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","DE","Blank","Blank","Phone","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","FL","Blank","Blank","Web","03","Closed with non-monetary relief","Yes","No"
"Money transfers","International money transfer","Other transaction issues","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","TX","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting report or credit score","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MA","Blank","Consent provided","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","Experian","DE","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","Yes"
"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","CA","Servicemember","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting report or credit score","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","MA","Blank","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company chooses not to provide a public response","Bank of America","OH","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","CO","Blank","Blank","Referral","03","Closed with explanation","Yes","Yes"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Blank","Encore Capital Group","FL","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Citibank","CA","Blank","Blank","Web","03","In progress","Yes","No"
"Credit card","Blank","Payoff process","Blank","Blank","Blank","Amex","CO","Blank","Blank","Web","03","Closed with monetary relief","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","PNC Bank N.A.","NC","Blank","Other","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Blank","Equifax","GA","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","Experian","AZ","Blank","Consent not provided","Web","02","Closed with non-monetary relief","Yes","Yes"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Bank of America","MO","Blank","Blank","Referral","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Yes","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","OH","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Yes","Blank","Ocwen","FL","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Payoff process","Blank","Blank","Company chooses not to provide a public response","Citibank","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Yes","Blank","JPMorgan Chase & Co.","CA","Older American","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Late fee","Blank","Yes","Blank","Synchrony Financial","FL","Older American","Consent provided","Web","02","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","MO","Blank","Blank","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","NJ","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Other","Blank","Blank","Company chooses not to provide a public response","Bank of America","NC","Blank","Consent not provided","Web","01","Closed with monetary relief","Yes","Yes"
"Consumer Loan","Personal line of credit","Managing the line of credit","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","CA","Older American","Blank","Referral","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Credit card protection / Debt protection","Blank","Blank","Company chooses not to provide a public response","Citibank","MO","Blank","Consent not provided","Web","02","Closed with monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Blank","Citibank","GA","Older American","Consent provided","Web","01","Closed with explanation","Yes","Yes"
